name,registry_key
Shiraz Ahmed,101dcc31
Shoaib Malik,64c34cd0
Shoriful Islam,bb34fd31
Sikandar Raza,26d041c4
Sohaib Maqsood,b98b5e1c
T Banton,25f7b7d6
T Kohler-Cadmore,f836b33d
T Shamsi,a03bba42
TAM Siriwardana,bf7842c9
TB Abell,ba9258a7
TJ Moores,85dcb721
TL Seifert,4663bd23
Taskin Ahmed,ef18b66e
Tillakaratne Sampath,dc002962
Towhid Hridoy,9e52a414
Usman Shinwari,f0e722e0
V Viyaskanth,03a83c50
W Sahan,d86d276e
WC Labrooy,29d4e29b
WIA Fernando,9550470d
WR Knights,63cbf8d8
WU Tharanga,7ed9fd56
Wahab Riaz,b3118300
Waqar Salamkheil,3f1066d0
Waseem Muhammad,6f02fe2a
YSD Seneveratne,0f71478c
Yashodha Lanka,600dce49
Zahoor Khan,f0e293b0
Zaman Khan,28392e11
