name,registry_key
E Lewis,0ebfb1ad
EMDY Munaweera,5a22d91c
Ebadat Hossain,cb5100f1
Ehsanul Haque,688b2d58
Elias Sunny,817c1746
Enamul Haque,2ae9be7f
Enamul Haque,7d6c0891
Enamul Haque jnr,0480aba6
F du Plessis,3355b542
FH Edwards,a7c226e1
Faheem Ashraf,bd4ea627
Faisal Hossain,89ffd337
Faisal Iqbal,267269e1
Fakhar Zaman,1777c020
Fardeen Hasan,23667d99
Farhad Hossain,7f9bd93c
Farhad Reza,4948a447
Farmanullah,3f607519
Fawad Alam,61f05b05
Fazalhaq Farooqi,e9c7f0d0
Fazle Mahmud,b4bef2ed
G Clark,4fd09cfc
GB Hogg,f708a0bc
GC Viljoen,a316d663
GD Elliott,c03449e0
GF Linde,e5437608
GSNFG Jayasuriya,b58b7db6
Gazi Sohel,f0df3ed7
Ghulam Mudassar,667f678b
Gulbadin Naib,9f77963a
H Masakadza,31fbf891
HDRL Thirimanne,c5928dec
HG Kuhn,ede05b97
HG Munsey,ff014c34
HH Gibbs,e1d1b294
HM Amla,e798611a
HT Tector,59ea70a4
Habibur Rahman,cee2fbd8
Haider Ali,c13e34f4
Hamid Hassan,093ae70b
Hammad Azam,57bd3ecc
Haris Rauf,24bb1c2f
Hasan Ali,2911de16
Hasan Mahmud,80ad39ac
Hasan Murad,da9f58aa
Hasanuzzaman,849c9375
Hazratullah,5ea51c25
Hossain Ali,a40ac203
I Udana,ac5ae4af
Ibrahim Zadran,d4550956
Ifran Hossain,9ff33bef
Iftikhar Ahmed,29e253dd
Imad Wasim,9cb8d7a6
Imran Khan,195fb6db
Imran Nazir,3eb7c45d
Imran Parvez,ed087aa3
Imran Tahir,acee4cc4
Imran Uzzaman,1eff4f98
Imrul Kayes,5fbe14fc
Imtiaz Hossain,003e7738
Iqbal Hossain Emon,3752f712
Irfan Sukkur,3cc7dd5f
J Brown,647e7d44
J Charles,09a9d073
J Mubarak,a9520ac2
JB Lintott,e5218454
JC Archer,5574750c
JC Buttler,99b75528
JDP Oram,3eac9d95
JDS Neesham,9219eff0
JEC Franklin,cf73ad76
JJ Cobb,58c481c6
JJ Roy,d1c36f5c
JK Fuller,dda5aae5
JL Denly,bdadf7da
JL Jaggesar,2b85c8e6
JO Holder,0f721006
JW Lloyds,112b8472
Jahandad Khan,22d73540
Jahurul Islam,6752c57b
Jaker Ali,cd56a813
Jashimuddin,2d614d14
Jishan Alam,86e22dd4
Jubair Ahmed,6127377d
Jubair Hossain,902d916b
Junaid Khan,086f5984
Junaid Siddique,62e203d4
K Lewis,b0081e62
K Santokie,531f0278
KA Maharaj,0b60eb09
KA Pollard,a757b0d8
KC Sangakkara,6b71e6cf
KJ Abbott,a9da7784
KJ O'Brien,243431b5
KK Cooper,557153ca
KMDN Kulasekara,469ea22b
KOK Williams,78cb83f3
KR Mayers,73c18486
KS Lokuarachchi,3b50c63a
Kabir Ali,60dd8960
Kamran Akmal,ff077124
Kamrul Islam Rabbi,f7e9a562
Kamruzzaman Limon,2ae7a044
Karim Janat,62175638
Khaled Ahmed,5dbdecf1
Khalid Latif,5eea345c
Khalid Mahmood,0b06b921
Khawaja Nafay,3cf54e77
Khushdil Shah,fce581b5
L Croospulle,e30c9b2d
L Gregory,06c2de82
L Ronchi,0fa5042b
L Vincent,2764133a
L Wood,65b6943c
LA Dawson,4a461c24
LE Plunkett,9a963804
LHD Dilhara,30b60511
LJ Evans,1c513d54
LJ Wright,cca50cd6
LM Reece,9789e56e
LMP Simmons,89f64c19
Liton Das,0404d43c
M Deyal,7183799b
M Klinger,b970a03f
M Muralitharan,4ba44e19
MADI Hemantha,58431ca0
MD Gunathilaka,509a7ca1
MD Shanaka,3ff033bb
MDKJ Perera,f21043a5
MF Maharoof,ab89348d
MH Wessels,90f47cf2
MJ Procter,32e65048
MM Ali,bb351c23
MN Samuels,f846de6a
MN Waller,ec4dada1
MP O'Dowd,b699df47
MT Coles,e9d5218e
MW Forde,83d17bbc
Mahbubul Alam,5284c884
Mahedi Hasan,9dad0f2e
Mahfuzur Rahman,3275b68b
Mahidul Islam Ankon,dac6aabc
Mahmudul Hasan,8c783a97
Mahmudul Hasan Joy,4b51bd51
Mahmudullah,bf1d7d3e
Manjurul Islam,0db7fb49
Marshall Ayub,e72d8f6a
Mashrafe Mortaza,e186f49c
Masudur Rahman,9581ac6b
Mehedi Hasan Miraz,c58b0108
Mehedi Hasan Rana,0b7363da
Mehedi Maruf,3361993b
Mehrab Hossain jnr,86cd782f
Minhajul Abedin Afridi,6eec260b
Misbah-ul-Haq,7eae4418
Mizanur Rahman,7b0fb3d5
Mohammad Amir,e174dadd
Mohammad Asghar,574665e2
Mohammad Ashraful,2bb09eb2
Mohammad Hafeez,9ab63e7b
Mohammad Haris,ff3f6fc1
Mohammad Imran,687e20b3
Mohammad Imran,65a2fff5
Mohammad Irfan,32885b08
Mohammad Irfan,a8e3170f
Mohammad Kamruzzaman,74eb8175
Mohammad Mithun,77191792
Mohammad Nabi,62af8546
Mohammad Naim,7923a51d
Mohammad Nawaz,3086f7a4
Mohammad Rizwan,2f26ac1a
Mohammad Saddam,7bd03d63
Mohammad Saifuddin,b3a28446
Mohammad Sami,68ddabdb
Mohammad Shahid,c285c86e
Mohammad Shahzad,d6dcb0c9
Mohammad Sharif,1ec36a1e
Mohammad Wasim,9e9af5f2
Mohor Sheikh,b3213c74
Mominul Haque,de0a3209
Monir Hossain,760f445b
Moniruzzaman,075e9f9c
Morshed Ali Khan,a7c3cf5f
Mosaddek Hossain,8919756f
Mosharraf Hossain,8eb611d0
Mozahiduzzaman,a149de90
Mrittunjoy Chowdhury,21b97584
Mujeeb Ur Rahman,7d92277a
Mujibul Haque,e6c09bda
Mukhtar Ahmed,456f6d99
Mukidul Islam,a699488a
Muktar Ali,4a491652
Munim Shahriar,dd98b22f
Murad Khan,5173fb9d
Musfik Hasan,1afcbb60
Mushfiqur Rahim,a94e08ea
Mustafizur Rahman,0a8fce53
N Dutta,e258a603
N Pooran,3241e3fd
NJ O'Brien,84826f48
NLTC Perera,0f12f9df
Nabil Samad,b8d18afc
Nadif Chowdhury,d6ac6545
Nadir Shah,3515389d
Naeem Islam,02e83ac5
Naeem Islam,185cbde3
Naeem Islam Jr.,185cbde3
Nahid Rana,5318ee68
Nahidul Islam,8c7b16c8
Najibullah Zadran,1212cbec
Naseem Shah,9c9af282
Nasir Hossain,6eea0b32
Nasir Jamshed,4c4a06fb
Nasum Ahmed,37654b75
Naved-ul-Hasan,33f28243
Naveen-ul-Haq,c0c411cb
Nayeem Hasan,1670dcfd
Nazimuddin,4aef496b
Nazmul Hossain,5e5eab39
Nazmul Hossain Milon,0637aa94
Nazmul Hossain Shanto,1274d7ab
Nazmul Islam,6575e3bc
Neeyamur Rashid,bd81a027
Nihaduzzaman,eca6dcb2
Noor Hossain,07a67c50
Nurul Hasan,d365d463
O Thomas,c6097d68
OA Shah,7bf96684
OC McCoy,529eb9e0
Obaydul Haque,26cd0ae9
P Mustard,1b6fef02
PA van Meekeren,4557dc54
PBB Rajapaksa,6c882e9a
PC de Silva,b40ee8a8
PD Trego,93e06301
PM Pushpakumara,b529630e
PR Stirling,cf494ffe
PWH de Silva,a97c8ec2
Parvez Hossain Emon,489aaf0a
Pinak Ghosh,57e7ec56
Pritom Kumar,b960524d
Qais Ahmad,8d5d991e
Qaisar Abbas,e59ec361
Qazi Onik,0ff20bec
R Frylinck,8b248d88
R Mondol,492ff0c2
R Ngarava,6e3f5a5c
R Shepherd,c5aef772
RA Reifer,d7725664
RA Whiteley,d346d939
REJ Martinesz,140cdf29
RJ Das,734344b3
RJ Gleeson,402f8494
RJMGM Rupasinghe,4c7c6f58
RJW Topley,8db7f47f
RK Illingworth,20672246
RL Chase,3feda4fa
RMPJ Rambukwella,13fa6ffc
RN ten Doeschate,4ec07775
RP Burl,b08252b8
RR Beaton,684a56df
RR Emrit,e7de4f6b
RR Hendricks,b8cc58c9
RR Rossouw,cad00a4d
RR Wimalasiri,4950c8db
RRS Cornwall,c4d9634c
RS Bopara,7ca5e05d
Rahmanullah Gurbaz,0bacade8
Rakibul Hasan,77768f72
Rameez Raja,e191bf68
Raqibul Hasan,4c64cc8d
Raqibul Hasan,17efdeb8
Raqibul Hasan (2),4c64cc8d
Rashid Khan,5f547c8b
Rashid Riaz,fb82725e
Raza Ali Dar,b82354b3
Rejaur Rahman,267be846
Riazuddin,08f088e3
Rishad Hossain,5935d694
Rizwan Cheema,3a026eb4
Robiul Haque,2353b224
Robiul Islam Robi,75c51539
Rohanat Doullah Borson,a2230df5
Rony Talukdar,8bd614b2
Rubel Hossain,f56cd097
Rubel Mia,318a546e
Rumman Raees,1c790f4f
Ruyel Miah,fa41edde
S Badree,76388dc8
S Chanderpaul,881a9bdd
S Lamichhane,b410bd3d
S Prasanna,f78e7113
S van Zyl,f4dfcbb4
SB Styris,57efa3be
SC Williams,afe57f7a
SD Hope,1fc6ef83
SE Rutherford,d014d5ac
SF Mire,3300d23c
SJ Benn,364ee2cf
SL Malinga,a12e1d51
SM Ervine,556302a7
SM Harwood,63bff7f9
SM Katich,fdedb37c
SM Meherob,f146c339
SMLD Samarakoon,d28f4d1c
SMSM Senanayake,4c4fa80b
SP Narine,9d430b40
SPD Smith,30a45b23
SR Patel,18fac429
SR Taylor,a9231c3f
SR Watson,4329fbb5
SS Eskinazi,75cbed9b
ST Jayasuriya,f233bbb4
SW Billings,c16d4035
SW Tait,addfb70e
Sabbir Hossain,047e80ca
Sabbir Rahman,7147f314
Saeed Ajmal,05d74535
Saghir Hossain,7fe17a67
Saif Hassan,bb95564b
Saim Ayub,33609a8c
Sajedul Islam,0443414a
Saju Datta,5a85d45f
Salauddin Sakil,a90d107b
Salman Hossain,03ff4a44
Salman Irshad,30afc92b
Samiullah Shenwari,61646132
Samiur Rahman,e41d80d9
Sanjit Saha,01dbf7cf
Saqlain Sajib,f3c150bb
Selim Shahid,b478bce3
Shadab Khan,9de62878
Shadman Islam,246d11a2
Shafeen Shareef,bd616323
Shafiqul Islam,390c914c
Shafiqullah,ba4d600a
Shafiqullah Ghafari,98d7059f
Shafiuddin Ahmed,1b7664ab
Shafiul Hayet,c2697434
Shafiul Islam,1a8eebbe
Shahadat Hossain,69e23303
Shahadat Hossain,090f9211
Shaheen Shah Afridi,45a7e761
Shahid Afridi,0dc00542
Shahriar Nafees,b9c225c2
Shahzaib Hasan,fd201eb4
Shakib Al Hasan,7dc35884
Shamim Hossain,711249d1
Shamsur Rahman,02789d88
Shapoor Zadran,fccebff9
Sharfuddoula,63896abb
Sharifullah,8ac11b50
Sharjeel Khan,193ef196
Shiraz Ahmed,101dcc31
Shoaib Malik,64c34cd0
Shohidul Islam,607ed7c2
Shoriful Islam,bb34fd31
Showkat Hossain,2f6e01ec
Showkatur Rahman,5340a1c1
Shozab Raza,153c67dc
Shubham Ranjane,6c7a68d0
Shuvagata Hom,bb01f9e0
Shykat Ali,288dd46e
Sikandar Raza,26d041c4
Sohag Gazi,5a4c12ab
Sohail Khan,5af743d0
Sohail Tanvir,64d43928
Soumya Sarkar,4d9f9686
Subashis Roy,a3a078ba
Suhrawadi Shuvo,8fb49ef8
Sumon Khan,a84ccd7d
Sunzamul Islam,0f348f58
Syed Rasel,b743f01b
T Banton,25f7b7d6
T Kohler-Cadmore,f836b33d
TAM Siriwardana,bf7842c9
TB Abell,ba9258a7
TC Bruce,f92c9151
TJ Moores,85dcb721
TL Maynard,cbfd2a67
TL O'Connell,859d95bb
TM Dilshan,5bdcdb72
TR Birt,d2d4bb0a
TS Mills,245c97cb
TT Bresnan,58043739
Tahjibul Islam,5efbe408
Taibur Rahman,561aff5c
Taijul Islam,9d1d34bd
Talha Jubair,0e9af639
Tamim Iqbal,3b041a12
Tanbir Hayder,24104e5c
Tanvir Ahmed,ea2df1f1
Tanvir Islam,aa467af0
Tanzid Hasan,80fe764d
Tanzim Hasan Sakib,0b0cc297
Tapash Baisya,bb1819fa
Taposh Ghosh,f211a4c1
Taskin Ahmed,ef18b66e
Towfiq Khan,24e3c15b
Towhid Hridoy,9e52a414
UBT Chand,0c94f480
Umar Akmal,fd2bf2a0
Usama Mir,6dd8b88c
Usman Ghani,e3829b2a
Usman Khan,bafb9238
Usman Qadir,33742f04
V Viyaskanth,03a83c50
WD Parnell,3a60e0b5
WG Bosisto,04ef663a
WG Jacks,9caf69a1
WIA Fernando,9550470d
WU Tharanga,7ed9fd56
Wahab Riaz,b3118300
Waqar Salamkheil,3f1066d0
Waseem Muhammad,6f02fe2a
Y Cariah,78bb68d4
Yasir Ali Chowdhury,5791b840
Yasir Arafat,3cf5ae43
Yasir Shah,f2800ef3
Zahiduzzaman,edcd7fdd
Zahir Khan,786b7fe8
Zakir Hasan,e3e09091
Zia-ur-Rehman,fda22a2e
Ziaur Rahman,c27518d2
